Date,"AAPL_('Close', 'AAPL')","AAPL_('High', 'AAPL')","AAPL_('Low', 'AAPL')","AAPL_('Open', 'AAPL')","AAPL_('Volume', 'AAPL')","MSFT_('Close', 'MSFT')","MSFT_('High', 'MSFT')","MSFT_('Low', 'MSFT')","MSFT_('Open', 'MSFT')","MSFT_('Volume', 'MSFT')","NVDA_('Close', 'NVDA')","NVDA_('High', 'NVDA')","NVDA_('Low', 'NVDA')","NVDA_('Open', 'NVDA')","NVDA_('Volume', 'NVDA')"
2015-01-16,23.519878387451172,23.872710736727925,23.3445719827557,23.750661438201686,314053200,39.488983154296875,39.523140697194094,38.57519965453958,38.69476245681624,35695300,0.47895893454551697,0.47943884712646073,0.46816074414465253,0.46960051049287105,181512000
2015-01-20,24.125682830810547,24.181159473930325,23.633049969024885,23.930403963500748,199599600,39.61707305908203,39.839114959536516,38.916793079653424,39.540212902425104,36161900,0.48039865493774414,0.48495783832326206,0.47439964813097,0.4823183050778813,140308000
2015-01-21,24.309864044189453,24.644941726946904,24.02582222854224,24.176718755318422,194303600,39.21567916870117,39.40356021469065,38.83992033447374,39.23275955995035,39081100,0.48711758852005005,0.4883174130141936,0.47439974637818794,0.4777591920299311,144780000
2015-01-22,24.942298889160156,24.95783228139106,24.347589211871192,24.467418963229353,215185600,40.24903106689453,40.25756963563815,39.35233149220989,39.60853090529803,35898000,0.495516300201416,0.49695606703507983,0.48303839725738773,0.48807752396441745,159712000
2015-01-23,25.071008682250977,25.2418760211608,24.74924309298661,24.92011212490945,185859200,40.29173278808594,40.47107206198557,39.96721177501577,40.44545309650062,26211600,0.49695587158203125,0.49791569669004276,0.4919166896461212,0.4959959892632485,120416000
2015-01-26,25.097637176513672,25.37723997831194,25.0310662095228,25.23965727104322,222460000,40.14656448364258,40.24904689538227,39.48898692595749,40.13802591154106,42525500,0.4947963058948517,0.49719589767624983,0.49167683085795605,0.4947963058948517,133240000
2015-01-27,24.218889236450195,24.960058254091365,24.19447937193723,24.94674270516679,382274800,36.43165969848633,36.89282073134453,35.96196009439145,36.67932061514202,169164000,0.47104036808013916,0.4875975698701815,0.4700805141269437,0.4871176285908874,357948000
2015-01-28,25.588048934936523,26.21160761831203,25.588048934936523,26.102872167761888,585908400,35.176273345947266,36.542675864570334,35.1506543778537,36.49997649849679,84507100,0.46336159110069275,0.4787189949221203,0.46312162049200284,0.4767993158687682,272728000
2015-01-29,26.38469123840332,26.449044346198512,25.643522421911083,25.812171887408386,337745600,35.876556396484375,35.9704969644111,34.83467809396374,34.95423763214208,63585300,0.47463977336883545,0.4772793074743434,0.46144198841972073,0.4636016384392022,235340000
2015-01-30,25.998573303222656,26.62878711906101,25.92978111858312,26.27373696274273,334982000,34.50161361694336,35.5093342372253,34.458910995501356,35.483712012809576,78004900,0.46072205901145935,0.4767993471068918,0.4600022043490055,0.47128028019393675,298200000
2015-02-02,26.324779510498047,26.44460927839695,25.758918692823972,26.19607496839598,250956400,35.25313186645508,35.329992024909664,34.35643218965332,34.66387282347167,50352500,0.4708003103733063,0.4727199893192897,0.4544830822405282,0.4636015357799089,259604000
2015-02-03,26.32921600341797,26.426853747175713,26.09843295751384,26.295929677881375,207662800,35.526405334472656,35.808226950847484,35.05670589826669,35.55202755453078,52082400,0.48255836963653564,0.4830383108988834,0.4717602061307636,0.47415979802093516,183468000
2015-02-04,26.53115463256836,26.741966934890257,26.253771360839387,26.295934159906395,280598800,35.73137664794922,36.04735588184738,35.321456849384674,35.816775384326135,41614800,0.48375824093818665,0.48927730854003115,0.47967891144634867,0.48111870676714413,181516000
2015-02-05,26.72051429748535,26.785121379792336,26.566793939593058,26.738335592846923,168984800,36.25231170654297,36.41457058323262,35.7484514225828,36.055892037575774,36548200,0.49167677760124207,0.4919167195901579,0.48375811985927153,0.4842380038371033,140448000
2015-02-06,26.49550437927246,26.78957700691149,26.38856810572445,26.73833631965643,174826400,36.21814727783203,36.5426682563807,35.99610866582639,36.448727715925656,34616600,0.48951736092567444,0.49695613822834217,0.4873577103657901,0.49119707006865054,210524000
2015-02-09,26.671499252319336,26.698232042544156,26.384109859543177,26.410844349462188,155559200,36.175437927246094,36.499958816146425,36.047336633331135,36.07295884676486,31381100,0.48903724551200867,0.4904769546604624,0.48351817927548224,0.48663765398355263,273944000
2015-02-10,27.18390655517578,27.212869353760585,26.76953287234802,26.771759472473963,248034000,36.380393981933594,36.52557565714854,36.02171559213968,36.49995670294928,29670700,0.5027151107788086,0.5029550528635345,0.4873576731403998,0.48951732353532557,226204000
2015-02-11,27.821069717407227,27.829981218721468,27.290848136922953,27.350998646175235,294247200,36.192543029785156,36.42312356162534,36.0473612470324,36.42312356162534,38262500,0.4993555247783661,0.5039147089085471,0.4959960506682613,0.5039147089085471,320832000
2015-02-12,28.173053741455078,28.40029267386532,27.974777600256637,28.08394046795487,297898000,36.79887771606445,36.79887771606445,36.30355591563524,36.431657279953974,33268800,0.5351095795631409,0.5399087639996074,0.5247913273036586,0.5279108029084411,676904000
2015-02-13,28.311180114746094,28.355735902773322,27.992601301237766,28.355735902773322,217088800,37.46500015258789,37.46500015258789,36.85012202214264,37.046541741649776,40264900,0.5353493094444275,0.5360691925456622,0.5257509443756558,0.533909543241958,310084000
2015-02-17,28.4782657623291,28.71218788961449,28.27553302538919,28.402518885994155,252609600,37.48219680786133,37.8434279543945,37.146763667733154,37.81762666705266,33695700,0.5370290279388428,0.5396686184310592,0.5310300782608695,0.5343894946573962,203340000
2015-02-18,28.676549911499023,28.689916311182564,28.393615320435757,28.43371621918115,179566800,37.43919372558594,37.58540868946862,37.31878333235146,37.52520349285138,27111700,0.5307903289794922,0.5372692800655191,0.5298305034444204,0.5363093973196507,170948000
2015-02-19,28.616392135620117,28.745606306357125,28.589659341463797,28.623075334159196,149449600,37.413387298583984,37.43918858475223,37.02635160137681,37.13816264300037,27603400,0.5322299003601074,0.5384688498622415,0.5298303087985771,0.5375090246797845,169432000
2015-02-20,28.850318908691406,28.850318908691406,28.527285129746105,28.654269321738926,195793600,37.72300338745117,37.740205332856334,37.23275942667874,37.42197426426428,29721100,0.5360691547393799,0.5363090966859466,0.5279105564484629,0.5317499136473546,157752000
2015-02-23,29.63005256652832,29.63005256652832,28.88596033296658,28.966162114986876,283896400,37.97243881225586,38.00683943312668,37.54239988247238,37.5854031192634,32518800,0.5317501425743103,0.5358294434759732,0.5291105511826308,0.5358294434759732,125008000
2015-02-24,29.445146560668945,29.763727129630745,29.222364182151917,29.616689943956068,276912400,37.92082214355469,38.10143765512278,37.77460724304547,37.972427981546595,25271700,0.5374109148979187,0.5374109148979187,0.5289800316754683,0.5337976956400355,149356000
2015-02-25,28.6921329498291,29.318154112575392,28.549552403724054,29.30924091628787,298846800,37.834815979003906,37.92082242870143,37.67139913126858,37.800412086750605,29759800,0.5333157181739807,0.5376516486714861,0.530906887041277,0.535242760107718,123820000
2015-02-26,29.055280685424805,29.155532087221516,28.206480271148433,28.692144279554135,365150000,37.895023345947266,38.04123497509297,37.74880843586563,37.83481817148304,28957300,0.5347610712051392,0.5378925576717739,0.5304251403600746,0.5337975501610367,152864000
2015-02-27,28.61863136291504,29.088702408276884,28.569618958231626,28.961714796308954,248059200,37.714412689208984,38.01544190749855,37.550999077636924,37.95523672002797,33807700,0.5313885807991028,0.5345200664522872,0.5294614817804217,0.5333156223867298,157492000
2015-03-02,28.75897216796875,29.024083703045708,28.58297561073508,28.794618159106065,192386800,37.74021530151367,38.00683732337987,37.456388048762136,37.55959646751884,31924000,0.5443966388702393,0.5472872607205022,0.5292209890185482,0.5299436444811139,301512000
2015-03-03,28.819122314453125,28.85476830306888,28.536187803822017,28.730010742302316,151265200,37.22416305541992,37.69720843104514,37.0607494680724,37.46498705053899,31748600,0.5342792272567749,0.5429510306278328,0.5325930512444946,0.5403013336701157,160344000
2015-03-04,28.63644027709961,28.863679214055935,28.587431290097957,28.76120124206788,126665200,37.03496170043945,37.16397143828427,36.88014739027579,36.991955173553826,25748700,0.540301501750946,0.5415058889496457,0.5301843850988969,0.5323523509738534,226840000
2015-03-05,28.161922454833984,28.68323242638036,28.017113562839526,28.645359828384883,226068400,37.077964782714844,37.189775846436675,36.8285413640036,37.043560873733156,23193500,0.5506593585014343,0.5516228795263942,0.5388560680102396,0.5403013782632132,323056000
2015-03-06,28.20424461364746,28.821350963107626,28.128499431995095,28.605251815919722,291368400,36.432884216308594,37.077942355319905,36.252268724809916,36.983333303315256,36248800,0.5431920886039734,0.550177660263529,0.5427102992962798,0.5475279626489071,257392000
2015-03-09,28.32454490661621,28.865907728675296,27.861157258728984,28.50722634668983,354114000,36.854331970214844,37.095155982328016,36.28668076034357,36.28668076034357,32108000,0.544637143611908,0.5487322076604731,0.5422283128115465,0.5434327569272555,222388000
2015-03-10,27.738630294799805,28.34237024672098,27.5804550335683,28.161917090893873,275426400,36.14906692504883,36.73392005982839,36.14906692504883,36.42429154365848,39159700,0.5540318489074707,0.557645125440584,0.5460826979657037,0.5470462192308398,527212000
2015-03-11,27.232913970947266,27.796553044141444,27.20395287735549,27.7920981450098,275756000,36.1060676574707,36.44149749316786,35.985657283726766,36.38989492209852,32215300,0.5511413216590881,0.5612583817605187,0.5496960109500021,0.5540318856461743,262120000
2015-03-12,27.72526741027832,27.825520504346425,27.0970211462915,27.248513237592313,193450800,35.2803955078125,35.82224549819306,35.14278317639137,35.54702083535079,59992500,0.5460827946662903,0.5499369378404104,0.5357248100119453,0.5458419286651242,406972000
2015-03-13,27.53367042541504,27.936907643564236,27.308661470752785,27.714125288670893,207309200,35.590030670166016,35.667437825995954,34.92777017716262,35.00517733299256,58007700,0.5468055009841919,0.5482508119878677,0.5359657258877205,0.5434331469296799,359288000
2015-03-16,27.836654663085938,27.836654663085938,27.3732686550269,27.598277610489713,143497200,35.744834899902344,35.81363941849058,35.50401088250236,35.66742776590529,35273500,0.5533092617988586,0.5566816727891242,0.5475280760644008,0.5511413530428677,236956000
2015-03-17,28.302268981933594,28.364647765853334,27.992601661978895,28.04829724757786,204092400,35.865257263183594,35.97706833433794,35.39221496652104,35.58142991662353,31673400,0.560053825378418,0.5602946912801869,0.5482505347257081,0.5521046763093551,299900000
2015-03-18,28.620853424072266,28.7745738144365,28.15301075304013,28.293363044441357,261083600,36.553306579589844,36.83713382905733,35.54701712624827,35.633023594060965,44194800,0.5509003400802612,0.5629444989990118,0.54584181056371,0.5600539353171596,413844000
2015-03-19,28.40475082397461,28.794619952931125,28.38247292797314,28.683228773229263,183238000,36.37269592285156,36.63071864194506,36.31249073109431,36.3468913542864,33879100,0.5593311190605164,0.5612581609604718,0.5487322737486348,0.5528272808593375,310756000
2015-03-20,28.048294067382812,28.605248160529047,27.883435628616418,28.571832172713975,274780400,36.8801383972168,36.96614486814104,36.544708567301065,36.60491375313534,71904500,0.5653530955314636,0.5687255045702713,0.5586083923159603,0.5639078430074672,462084000
2015-03-23,28.34014129638672,28.48272185815682,28.186420937727494,28.320091701619532,150838800,36.862945556640625,37.09516702264794,36.794137738147775,36.880147511263836,26246100,0.547045886516571,0.5557176874907561,0.5468050207045526,0.5484911962507765,426012000
2015-03-24,28.224294662475586,28.525048776130525,28.195331871021246,28.344597327754162,131369200,36.897335052490234,37.12955314684763,36.76832208368183,36.794123365069076,25513300,0.5395786762237549,0.5492140004977583,0.537169845155254,0.5453598593019444,330480000
2015-03-25,27.486881256103516,28.25325295923646,27.486881256103516,28.19087418334316,206620800,35.65882873535156,36.923144290762224,35.64162678374104,36.91454167448856,43469900,0.5068186521530151,0.5393379060646268,0.5051324184178455,0.5393379060646268,542552000
2015-03-26,27.678476333618164,27.821056889514004,27.313113446673285,27.348759435494394,190291600,35.44380569458008,35.7878381302937,35.19438234273452,35.45240830998797,37495600,0.505132257938385,0.507300222825354,0.4928472384410035,0.4964605132526185,311920000
2015-03-27,27.457929611206055,27.780963397342344,27.38218441433897,27.752002298486357,158184800,35.23739242553711,35.63302747000862,35.11698204512724,35.36640214128906,34401400,0.5150086879730225,0.5169357302730555,0.4998330432092677,0.508023059131021,318288000
2015-03-30,28.15300941467285,28.159692613989286,27.62501457264434,27.636154371301487,188398800,35.22879409790039,35.727640912825656,35.18579085408133,35.349204492968646,35049700,0.517176628112793,0.5198263255023529,0.5106727314512094,0.5174174940306423,253252000
2015-03-31,27.720809936523438,28.17974106769297,27.70521523885344,28.090627781138174,168362400,34.97075271606445,35.288980487847724,34.86754432971713,35.07396110241178,34887200,0.504168689250946,0.5162128417607273,0.5036869576091844,0.5157311101189657,357276000
2015-04-01,27.68071174621582,27.87453303592651,27.42451165973242,27.80769763955876,162485600,35.02237319946289,35.05677382201138,34.6697413910805,34.91916148900695,36865300,0.5060957074165344,0.507781882755946,0.49742390750596016,0.5060957074165344,330768000
2015-04-02,27.91908073425293,27.97254801601918,27.66733732039651,27.85447365642551,128880400,34.65254592895508,35.039581713305594,34.50633095222825,34.970773893448865,37487500,0.5073003172874451,0.5104318035635931,0.5029644441371985,0.5089864933698224,192204000
2015-04-06,28.37133026123047,28.406976250983927,27.698528351730204,27.72971774291731,148776000,35.73625183105469,35.934069441483274,34.55794550765911,34.695557901041525,39223700,0.5219942927360535,0.5236804690285699,0.4998330201525701,0.5051324149487438,515864000
2015-04-07,28.07280158996582,28.54287073770371,28.066118392085766,28.43593617223431,140049200,35.71904373168945,36.04587434014262,35.529828773900945,35.78785155702178,28809400,0.5265710353851318,0.53235221885247,0.5191036183683811,0.5219942388175836,413964000
2015-04-08,27.981464385986328,28.15969095583819,27.841112109521802,28.037159976603217,149316800,35.624420166015625,35.85664156093595,35.29759297103416,35.658824064730425,24753400,0.5304251909255981,0.5323522906285827,0.5219943091971481,0.5270528382342181,366432000
2015-04-09,28.195341110229492,28.199797710234062,27.772055893319394,28.037165803965053,129936000,35.6760368347168,35.79644723580299,35.478219278512725,35.478219278512725,25723900,0.5427100658416748,0.5443962415466538,0.5260891171955292,0.5263299830302254,379432000
2015-04-10,28.315637588500977,28.340143784052685,27.905718862353325,28.059437534811437,160752000,35.882450103759766,36.0802676218975,35.61582478056366,35.80504296353746,28022000,0.5482504367828369,0.5484913026415761,0.5412648099998745,0.5431919091629632,258728000
2015-04-13,28.259944915771484,28.643132585799844,28.20647761981867,28.59857338973223,145460400,35.916847229003906,36.17487319191838,35.59861936392885,35.607221979192076,30276700,0.5431920886039734,0.550177660263529,0.5407831994965824,0.5470461733412135,236724000
2015-04-14,28.13741111755371,28.357965165260012,28.05052613816352,28.2933580806401,102098400,35.82224655151367,36.14907379766344,35.598624455793434,35.95125627048746,24244400,0.5386152863502502,0.5431920837234474,0.5333158337375442,0.5410241180049208,220276000
2015-04-15,28.244348526000977,28.32232201536702,28.072806849395675,28.161920137111697,115881600,36.34688949584961,36.518905726762284,35.84804603523325,35.91685055903629,27343600,0.5451191663742065,0.5492141747467737,0.5374108815369735,0.5400606367547555,243560000
2015-04-16,28.10845375061035,28.31564144138834,28.09508735110685,28.132959949496602,113476000,36.260887145996094,36.41570144333591,35.96846050445834,36.080271559412004,22509700,0.5417467951774597,0.5465644586818477,0.5378926528877335,0.5419876611233554,155284000
2015-04-17,27.79210090637207,28.101768267469506,27.727493814530177,27.97032748384589,207828000,35.79643630981445,35.899648005760355,35.400801318164234,35.83943954265707,42387600,0.5347610712051392,0.5400605230943061,0.5301842744568163,0.5304251403600746,293636000
2015-04-20,28.42702865600586,28.542874734769516,27.885667455885272,27.97478073938513,188217200,36.905948638916016,37.12956748615047,35.84805304131438,35.89105628721285,46057700,0.532111406326294,0.5405422877635898,0.5311478277925409,0.5371699351886715,231624000
2015-04-21,28.27330780029297,28.56069552534772,28.219838814506353,28.538419330811536,129740400,36.67372131347656,37.11236288198312,36.57911221905606,36.98334988396664,26013800,0.5313885807991028,0.5386150728992851,0.5287388268272981,0.5386150728992851,230456000
2015-04-22,28.654268264770508,28.709963859064892,28.141869817078955,28.29113360186119,150618000,36.97475051879883,37.095160900351054,36.59631414142117,36.69952257118925,25064300,0.5374109148979187,0.5381335702357123,0.526330276293197,0.5345203509778291,207420000
2015-04-23,28.88819122314453,29.055278010553366,28.547334448781662,28.582980445949,183083600,37.2757682800293,37.50798965667134,36.8113255267452,36.88873265229255,46309500,0.5352428555488586,0.5403014420312969,0.5215125213872468,0.5275346290083628,259380000
2015-04-24,29.024084091186523,29.102059272918567,28.790161945379253,29.07086988010352,178103600,41.17192459106445,41.40414599767899,39.26255404935023,39.27115338399379,130933700,0.5306661128997803,0.5352428526414069,0.5246440053113766,0.5350019867158146,240960000
2015-04-27,29.55207633972168,29.659014311561645,29.217902826346513,29.476331159209945,387816800,41.30954360961914,41.395553374682564,40.612882557759264,40.621481893797075,59248200,0.5347610712051392,0.5441555306050433,0.5277754431310256,0.5323522398793485,248456000
2015-04-28,29.08646583557129,29.97313872098423,28.865913463725736,29.95531912275343,475696000,42.281429290771484,42.324432529439704,41.025716348413305,41.094520874095096,60730800,0.5374109148979187,0.5393380149423964,0.5287391082754807,0.5337976956400355,234484000
2015-04-29,28.65871810913086,29.315925287019514,28.58297293459747,28.99734819445281,253544400,42.195430755615234,42.41045027036492,41.713785861438474,41.90300408431817,47804600,0.5333157181739807,0.5388560355223059,0.531147752925228,0.5335565840579318,195156000
2015-04-30,27.88121223449707,28.658722182170372,27.75422635937739,28.658722182170372,332781600,41.83418655395508,42.60825793974698,41.79978265215618,41.88579240665342,64725500,0.5347610712051392,0.5374107684341881,0.5294616193159722,0.530666063694402,218844000
2015-05-01,28.727779388427734,28.990664292834026,27.91462528289179,28.09285011848158,234050400,41.85139465332031,42.04061286007599,41.627775820648544,41.78259012055098,38937300,0.54800945520401,0.5496956307212411,0.5366879007681008,0.5390967311400088,256968000
2015-05-04,28.672088623046875,29.088693941596958,28.57406384221156,28.850315188257536,203953200,41.49015426635742,42.03200091482802,41.438548417530335,41.6019620174115,34039500,0.544637143611908,0.5511410384608346,0.5429509677947606,0.5475277635447643,200720000
2015-05-05,28.026020050048828,28.61639191231994,28.021563451261255,28.549556528061796,197085600,40.939693450927734,41.42133809986816,40.69027343432635,41.12891157746429,50369200,0.5306661128997803,0.5434329258533649,0.5282572813506337,0.5427102706455135,292928000
2015-05-06,27.850019454956055,28.237660231929684,27.482428271761307,28.195331045470773,288564000,39.80440139770508,41.085918823316554,39.580782602847485,40.91390259907563,52433000,0.5323523879051208,0.5386153625798714,0.5253667578885848,0.5335567751873733,316484000
2015-05-07,28.02228355407715,28.205728097991734,27.744878277488812,27.91266298375682,175763600,40.165645599365234,40.501075513983544,39.701202664845695,39.795811775314945,32971700,0.5417467951774597,0.5434329716608876,0.5284981918248532,0.5301843683082812,534564000
2015-05-08,28.55025291442871,28.55025291442871,28.212445815518723,28.339962153852408,222201600,41.06871795654297,41.266535471312345,40.87090044177359,40.89670172776279,35364900,0.501759946346283,0.5260891788651753,0.4935699326960283,0.5060958764654009,1146552000
2015-05-11,28.25942039489746,28.536823981073006,28.105057909841154,28.49879318837039,168143200,40.741878509521484,41.20632124102927,40.741878509521484,40.896692753357414,24609400,0.49694228172302246,0.502000866833712,0.4909202331659945,0.494774316675584,544144000
2015-05-12,28.15874671936035,28.38469554660554,27.923847463430953,28.098343273301168,192640000,40.72469711303711,41.00852446360809,39.92482420989403,40.294658058914486,29928300,0.501759946346283,0.5058549531714104,0.4930881435391065,0.4933290668330971,388800000
2015-05-13,28.190059661865234,28.454040920812936,28.15873999612515,28.22137932760532,138776800,40.965511322021484,41.558963892266085,40.91390546685103,41.447152846531836,34184600,0.5046508312225342,0.5092276296060888,0.49983316684966284,0.5053734866215739,308524000
2015-05-14,28.8477725982666,28.8477725982666,28.447328081067354,28.503256296036305,180814000,41.90300369262695,41.98901018534791,41.30954773766525,41.30954773766525,32980900,0.512840747833252,0.5154905029165042,0.5048915974456514,0.5060960420164167,293052000
2015-05-15,28.80750846862793,28.968582015064577,28.682229802196677,28.874623015241138,152832000,41.54176712036133,42.066415230066866,41.32674761841232,42.03201132233009,28642700,0.5130815505981445,0.5174174236853122,0.5099500643675539,0.5150085925410935,215824000
2015-05-18,29.12518882751465,29.243756415162714,28.715793728930535,28.72026894363102,203531600,41.2923469543457,41.47296584368346,40.94831769276482,41.26654566198494,24136500,0.512359082698822,0.5154905700734811,0.5094684612972641,0.5118772933215339,324972000
2015-05-19,29.098339080810547,29.279545986994837,29.00214075696194,29.23703998903299,178532800,41.1884651184082,41.387568265908875,40.84219676485761,41.171151370504695,28574800,0.5091646313667297,0.5147305947616965,0.5081965925787175,0.513036555731131,253808000
2015-05-20,29.096105575561523,29.301921078832592,28.935031979333957,29.08268334480734,145819600,41.1884651184082,41.49144745107015,40.92010697929351,41.02398616445478,25047900,0.5091646313667297,0.5154565950042497,0.5086806119727236,0.5094066122152768,196824000
2015-05-21,29.393646240234375,29.44733858055364,29.044654562131463,29.09834690245073,158921600,41.04995346069336,41.205773883209005,40.69502989879874,40.92876053257221,22410700,0.5055345892906189,0.5115845715905599,0.505050569935737,0.5094065710389523,239692000
2015-05-22,29.650909423828125,29.74710775614542,29.3958768271936,29.440622142832332,182384000,40.599815368652344,40.98936318146017,40.53056036941354,40.94608045806598,25720600,0.5048086643218994,0.5086806466471478,0.5035987022997744,0.5067446843329816,212592000
2015-05-26,28.997669219970703,29.7336866795476,28.885812753714266,29.66433621664276,282790400,40.33143997192383,40.582484283537646,39.98517172816279,40.539201578632195,29581900,0.5016627311706543,0.5057766947618088,0.49779074846812027,0.502388731533437,259732000
2015-05-27,29.53904914855957,29.588266258537836,29.093862672285113,29.15873790984489,183332800,41.21443557739258,41.35294226336236,40.357423187650895,40.53055737067809,27335600,0.5285245776176453,0.530944559622612,0.5033567186084537,0.5050507002422382,432332000
2015-05-28,29.480894088745117,29.518924882950472,29.328770911923698,29.498791535475096,122933200,41.075923919677734,41.56935413511255,41.023982680378474,41.119206634630714,19283700,0.5357843637466431,0.5374783448749187,0.527556438924474,0.5285244198982165,327656000
2015-05-29,29.14531898498535,29.40706269211823,29.06030698291906,29.357845576562823,203538000,40.565185546875,41.17980876976464,40.331454891214165,41.05861583029456,36519600,0.5355424880981445,0.5391724318867597,0.5348164878010383,0.5357844689648745,335168000
2015-06-01,29.20348358154297,29.393640932277773,29.09386643353744,29.14531945022551,128451200,40.885475158691406,41.35293639585954,40.35741746140068,40.73831327046778,28837300,0.541592538356781,0.5469165225292034,0.5355426114170064,0.5389305751190345,372660000
2015-06-02,29.0737361907959,29.230334571499,28.930560040783256,29.051363530586023,134670400,40.61711883544922,40.98935613673206,40.35741923745782,40.62577735999601,21498300,0.5309445261955261,0.5411084730552557,0.5304605067462367,0.5382044717533563,224304000
2015-06-03,29.10953140258789,29.29297768179502,29.060314274683005,29.230338321477735,123934000,40.5565185546875,41.326965356104495,40.530549588010935,41.006666023217036,28002200,0.525136411190033,0.5365103164434503,0.5241683726050146,0.5323963543962716,250788000
2015-06-04,28.93950843811035,29.212438520473214,28.838838289537883,28.988725562050465,153800400,40.132347106933594,40.82488046854505,39.9938404346113,40.50458440797342,27745500,0.534574568271637,0.5362685499269477,0.5219906386071307,0.5219906386071307,323712000
2015-06-05,28.780668258666992,29.013331627012427,28.715793008286923,28.970825622396134,142507200,39.941898345947266,40.27085292407445,39.68219875364033,40.08906353968553,25438100,0.5386884808540344,0.5411084626601548,0.527314514438043,0.5328804783618116,313320000
2015-06-08,28.59051513671875,28.905951209345766,28.373513306351683,28.83659732877997,210699200,39.58696746826172,40.192935272933326,39.5350262385154,40.08039759294573,22121600,0.5263464450836182,0.540624352657028,0.520296520430234,0.5369944094043791,342812000
2015-06-09,28.50550651550293,28.653157896454683,28.102824189514973,28.344432902389936,224301600,39.51771926879883,39.768760312310555,39.35324034461693,39.61293991164305,24406100,0.5290083885192871,0.5328803120430691,0.5258624073835397,0.5268303882644852,256888000
2015-06-10,28.83212661743164,28.935032664710334,28.601700840995957,28.61736067951155,156349200,40.3487663269043,40.539214250730595,39.55235043820682,39.638919177336845,28417400,0.5195704698562622,0.5261044132349434,0.5166664693782251,0.522716451141835,529460000
2015-06-11,28.76725196838379,29.122954795847278,28.742643403450447,28.899241810485698,141563600,40.201595306396484,40.617115287336844,39.93324050956,40.39204320267471,27347800,0.525136411190033,0.5287663539447024,0.5195704489622266,0.5195704489622266,283052000
2015-06-12,28.44957160949707,28.709079415800698,28.43614938047934,28.677759743563243,147544800,39.79473114013672,40.22756483693261,39.73413468676602,40.01114798853466,23931000,0.5108587741851807,0.5248946486852194,0.5096487541661284,0.5217486658719999,323728000
2015-06-15,28.393644332885742,28.46523240137418,28.12295189557652,28.210199800709486,175955600,39.370574951171875,39.51774020856446,38.972368517245194,39.3446059713865,33254500,0.5098906755447388,0.5123106573294667,0.5043247116701728,0.508196636368204,306548000
